soil_moisture,temperature,humidity,rainfall,rain_probability,wind_speed,soil_type,crop_type,growth_stage,prev_irrigation,hours_since_irrigation,irrigation_required,water_quantity,duration_minutes,risk_level
86.47,17.15,66.69,7.84,56.0,2.8,Clay,Sugarcane,Maturity,4.0,63.6,0,0.0,0.0,Low
61.37,34.1,58.93,3.83,22.0,0.4,Silty,Tomato,Flowering,3.4,17.7,0,0.0,0.0,Medium
79.87,45.12,43.12,0.42,93.8,35.7,Peaty,Maize,Germination,1.0,54.1,0,0.0,0.0,Medium
79.05,37.58,55.92,5.64,71.3,3.1,Sandy,Maize,Flowering,18.4,27.4,0,0.0,0.0,Medium
39.1,39.18,39.39,2.47,39.3,6.9,Silty,Sugarcane,Fruiting,16.7,7.0,1,23.8,14.7,High
66.64,42.88,85.98,0.33,2.7,39.1,Peaty,Cotton,Vegetative,12.7,3.6,0,0.0,0.0,Medium
51.56,21.18,33.51,1.11,15.0,27.1,Silty,Rice,Flowering,6.8,41.4,1,22.3,13.5,Medium
59.84,15.42,60.62,1.23,24.9,26.5,Clay,Tomato,Fruiting,1.1,68.2,0,0.0,0.0,Low
86.85,41.75,75.46,0.25,96.1,37.9,Peaty,Sugarcane,Vegetative,15.5,18.0,0,0.0,0.0,Medium
57.91,31.26,90.6,1.48,75.6,13.4,Sandy,Groundnut,Vegetative,27.8,50.3,0,0.0,0.0,Low
61.26,28.72,40.37,0.24,67.0,39.1,Silty,Groundnut,Fruiting,8.9,6.5,0,0.0,0.0,Low
46.24,16.39,90.11,4.82,27.8,25.6,Silty,Groundnut,Flowering,22.3,61.9,0,0.0,0.0,Low
59.07,43.74,82.64,2.0,24.2,27.0,Silty,Wheat,Flowering,13.9,16.6,0,0.0,0.0,Medium
79.55,23.98,36.01,3.78,70.8,23.9,Peaty,Maize,Germination,18.1,25.9,0,0.0,0.0,Low
48.78,22.95,35.15,0.9,14.7,15.4,Peaty,Groundnut,Fruiting,16.1,48.9,0,0.0,0.0,Low
41.37,22.87,59.08,0.59,4.7,29.8,Clay,Sugarcane,Flowering,0.8,42.3,1,28.8,17.0,High
47.89,38.52,53.81,1.39,82.3,34.6,Loamy,Groundnut,Maturity,16.3,49.2,0,0.0,0.0,Medium
64.91,18.62,40.12,2.03,83.4,21.3,Clay,Maize,Fruiting,1.3,44.8,0,0.0,0.0,Low
45.82,27.02,23.7,6.74,14.1,13.4,Peaty,Tomato,Flowering,24.3,25.9,1,9.8,3.4,Medium
85.69,19.7,92.39,1.53,84.3,28.2,Peaty,Rice,Flowering,28.4,16.6,0,0.0,0.0,Low
34.0,27.79,44.82,2.64,51.9,10.6,Sandy,Cotton,Vegetative,16.3,41.8,0,0.0,0.0,Medium
21.63,16.0,31.09,3.3,49.4,30.1,Clay,Cotton,Fruiting,11.0,64.0,1,28.1,17.8,Medium
88.32,25.33,93.42,4.57,88.6,19.5,Clay,Rice,Vegetative,21.9,41.0,0,0.0,0.0,Low
36.29,27.57,34.84,4.68,58.0,14.4,Clay,Tomato,Vegetative,16.9,31.2,1,17.0,9.8,Medium
56.59,40.65,51.73,5.31,93.2,0.8,Clay,Tomato,Germination,4.0,8.8,0,0.0,0.0,Medium
79.54,34.82,88.75,5.35,70.5,12.6,Clay,Sugarcane,Fruiting,28.3,1.7,0,0.0,0.0,Medium
81.13,41.14,59.1,3.77,55.7,32.5,Peaty,Sugarcane,Vegetative,7.0,33.1,0,0.0,0.0,Medium
23.07,32.64,87.9,1.42,37.9,31.2,Clay,Wheat,Maturity,9.2,43.8,1,16.9,10.0,High
66.1,28.89,72.97,5.13,10.0,35.9,Loamy,Groundnut,Vegetative,7.8,35.8,0,0.0,0.0,Low
34.08,23.03,89.27,0.82,11.7,2.3,Sandy,Tomato,Flowering,11.6,66.8,1,10.2,4.8,Medium
71.24,38.21,23.26,8.58,11.3,26.1,Loamy,Rice,Germination,1.4,21.3,0,0.0,0.0,Medium
52.52,16.83,56.75,0.61,48.3,7.5,Peaty,Groundnut,Maturity,2.4,68.6,0,0.0,0.0,Low
56.46,43.57,93.9,0.63,83.1,7.7,Sandy,Cotton,Germination,2.5,11.3,0,0.0,0.0,Medium
89.89,43.96,22.68,0.2,70.1,35.5,Loamy,Rice,Maturity,14.7,19.4,0,0.0,0.0,Medium
57.01,35.77,39.46,2.64,14.9,4.9,Peaty,Cotton,Maturity,20.8,55.3,1,5.0,3.0,Medium
94.25,25.11,65.64,6.67,63.0,14.5,Loamy,Rice,Maturity,5.6,37.7,0,0.0,0.0,Low
67.4,32.22,36.12,2.54,89.6,25.0,Clay,Cotton,Fruiting,4.3,12.2,0,0.0,0.0,Medium
65.3,24.3,23.37,1.65,96.9,31.8,Sandy,Sugarcane,Vegetative,26.2,34.0,0,0.0,0.0,Low
71.69,19.31,38.95,5.52,66.3,17.9,Loamy,Sugarcane,Flowering,0.2,22.5,0,0.0,0.0,Low
42.7,36.24,29.22,3.1,15.2,26.2,Loamy,Sugarcane,Germination,11.8,40.8,1,10.1,4.1,High
52.76,19.72,78.97,4.06,90.1,14.9,Loamy,Wheat,Germination,22.8,42.4,0,0.0,0.0,Low
61.03,15.93,31.29,0.85,77.1,25.1,Clay,Groundnut,Fruiting,4.8,23.2,0,0.0,0.0,Low
85.61,37.28,48.25,6.01,87.5,36.4,Peaty,Rice,Vegetative,6.1,6.6,0,0.0,0.0,Medium
85.33,33.06,46.64,14.22,24.4,34.9,Clay,Sugarcane,Flowering,24.5,8.2,0,0.0,0.0,Low
37.27,18.61,70.72,1.98,50.2,7.4,Silty,Sugarcane,Maturity,18.3,47.4,1,18.0,12.4,High
71.86,22.84,21.82,6.93,99.9,32.7,Clay,Tomato,Fruiting,10.6,55.8,0,0.0,0.0,Low
41.03,26.88,36.78,0.44,23.9,34.7,Clay,Sugarcane,Germination,29.2,0.4,1,13.7,9.1,High
24.79,38.19,47.31,0.13,26.0,2.9,Sandy,Maize,Flowering,6.4,45.6,1,18.5,11.5,High
68.24,18.45,27.51,0.09,95.6,31.4,Silty,Tomato,Vegetative,11.3,4.3,0,0.0,0.0,Low
73.13,34.69,28.3,0.36,3.6,36.4,Peaty,Rice,Fruiting,10.9,56.7,1,5.5,4.8,Medium
58.23,28.34,46.72,0.46,95.8,37.3,Clay,Maize,Maturity,24.8,35.2,0,0.0,0.0,Low
27.75,29.2,84.79,3.3,18.5,13.2,Clay,Maize,Flowering,23.2,70.9,1,38.4,23.6,High
51.47,29.0,76.82,0.27,51.3,5.8,Loamy,Maize,Vegetative,23.0,17.1,0,0.0,0.0,Medium
84.09,41.21,27.13,5.79,95.3,22.1,Sandy,Wheat,Flowering,19.8,20.7,0,0.0,0.0,Medium
72.43,15.79,22.06,4.5,7.4,12.2,Sandy,Wheat,Germination,29.6,11.6,0,0.0,0.0,Low
38.11,18.82,43.06,3.33,5.0,15.3,Silty,Sugarcane,Fruiting,10.7,6.3,1,28.9,16.9,High
15.75,19.38,95.22,1.71,7.3,34.6,Clay,Groundnut,Flowering,5.2,30.0,1,30.5,17.5,High
59.72,23.37,37.76,5.31,38.1,18.0,Loamy,Groundnut,Maturity,2.6,42.8,0,0.0,0.0,Low
47.76,26.13,64.44,2.19,59.9,0.0,Peaty,Rice,Germination,15.5,16.5,1,7.7,4.8,High
53.23,33.71,51.68,0.2,47.3,14.2,Loamy,Maize,Fruiting,3.8,52.1,1,5.5,4.6,Medium
82.3,42.31,66.92,0.48,72.5,14.1,Sandy,Rice,Vegetative,12.5,52.3,0,0.0,0.0,Medium
83.19,24.39,55.46,0.74,77.3,2.4,Clay,Tomato,Fruiting,11.4,3.0,0,0.0,0.0,Low
94.23,38.39,85.23,8.21,91.6,1.1,Peaty,Cotton,Vegetative,11.4,63.8,0,0.0,0.0,Medium
58.32,42.37,91.91,0.03,95.8,29.6,Silty,Maize,Vegetative,12.5,50.4,0,0.0,0.0,Medium
64.02,43.54,24.02,0.58,97.1,1.6,Silty,Groundnut,Maturity,27.6,67.9,0,0.0,0.0,Medium
65.64,41.54,80.95,10.0,61.8,10.3,Sandy,Sugarcane,Vegetative,6.7,48.6,0,0.0,0.0,Medium
23.77,20.72,65.96,2.51,50.3,11.8,Sandy,Cotton,Maturity,26.7,3.5,1,8.3,4.4,Medium
66.87,33.0,21.52,1.58,18.7,38.7,Sandy,Sugarcane,Vegetative,26.0,14.1,0,0.0,0.0,Low
56.95,38.62,32.15,1.17,45.2,5.1,Silty,Groundnut,Flowering,15.8,68.0,0,0.0,0.0,Medium
79.18,42.85,44.17,3.08,68.2,29.2,Peaty,Wheat,Fruiting,16.8,68.7,0,0.0,0.0,Medium
60.31,16.39,54.77,0.44,64.7,1.9,Loamy,Groundnut,Germination,2.5,0.2,0,0.0,0.0,Low
62.23,42.83,89.22,2.2,31.2,36.8,Peaty,Wheat,Vegetative,17.6,60.1,1,5.0,3.0,Medium
45.51,17.37,35.55,2.47,99.3,33.7,Peaty,Groundnut,Germination,25.3,38.6,0,0.0,0.0,Low
86.53,18.76,43.2,0.75,68.7,36.4,Peaty,Sugarcane,Germination,25.3,58.0,0,0.0,0.0,Low
12.17,31.91,66.27,8.81,27.1,26.6,Clay,Groundnut,Germination,0.0,1.8,0,0.0,0.0,High
55.07,34.81,67.32,4.6,54.6,24.9,Silty,Rice,Germination,2.6,53.1,1,8.5,5.3,Medium
90.41,23.51,19.54,10.58,82.4,24.6,Loamy,Rice,Fruiting,24.3,67.1,0,0.0,0.0,Low
55.63,22.35,22.48,9.5,59.5,4.3,Clay,Maize,Fruiting,7.0,22.4,0,0.0,0.0,Low
74.57,42.2,60.46,0.33,82.9,5.2,Loamy,Sugarcane,Flowering,11.4,58.1,0,0.0,0.0,Medium
38.41,35.83,87.01,0.63,29.7,4.2,Loamy,Tomato,Flowering,29.2,69.3,1,16.4,11.4,Medium
45.42,21.01,40.98,2.93,14.6,28.8,Clay,Tomato,Maturity,10.6,58.1,1,6.8,3.0,Medium
83.91,41.63,52.88,2.1,63.4,11.0,Loamy,Rice,Fruiting,20.8,8.5,0,0.0,0.0,Medium
83.53,39.85,77.1,3.53,77.0,39.8,Loamy,Cotton,Flowering,10.5,44.2,0,0.0,0.0,Medium
65.84,38.37,88.24,0.84,57.9,19.3,Clay,Tomato,Fruiting,11.4,51.0,0,0.0,0.0,Medium
56.86,20.56,69.2,0.82,38.1,19.6,Loamy,Rice,Vegetative,20.4,8.0,1,8.9,5.3,Medium
87.3,43.19,58.86,1.49,78.5,28.8,Silty,Rice,Flowering,29.0,41.9,0,0.0,0.0,Medium
61.07,39.63,88.74,3.85,42.9,22.9,Clay,Maize,Maturity,26.2,64.0,1,5.0,3.4,Medium
74.91,34.41,20.77,2.55,47.3,38.5,Loamy,Maize,Germination,23.9,4.1,0,0.0,0.0,Medium
94.33,41.82,71.12,1.4,80.9,12.9,Silty,Maize,Fruiting,23.4,58.2,0,0.0,0.0,Medium
64.03,20.65,59.97,2.97,38.5,8.0,Sandy,Groundnut,Fruiting,4.2,21.9,0,0.0,0.0,Low
61.81,29.33,71.5,4.75,57.8,20.5,Clay,Tomato,Germination,11.5,64.3,0,0.0,0.0,Low
45.7,19.85,84.33,0.16,27.0,4.4,Silty,Rice,Vegetative,11.7,11.6,1,22.4,14.6,High
65.55,26.78,59.44,0.79,11.5,22.8,Silty,Groundnut,Flowering,4.1,50.7,0,0.0,0.0,Low
15.26,32.4,54.05,0.25,59.5,16.8,Silty,Groundnut,Flowering,17.9,0.7,1,27.7,16.0,High
85.71,26.93,30.68,0.28,74.4,9.5,Sandy,Groundnut,Maturity,22.3,3.6,0,0.0,0.0,Low
51.27,22.98,47.48,0.61,54.5,19.1,Clay,Sugarcane,Vegetative,15.5,25.6,1,9.5,4.9,Medium
65.77,29.88,59.34,0.43,77.5,13.9,Loamy,Sugarcane,Germination,20.3,59.8,0,0.0,0.0,Low
61.53,43.3,83.83,5.35,86.4,3.2,Peaty,Maize,Flowering,4.0,8.0,0,0.0,0.0,Medium
94.31,45.17,21.42,3.57,91.6,21.4,Peaty,Rice,Maturity,21.2,30.9,0,0.0,0.0,Medium
70.16,24.13,36.83,1.94,29.6,16.8,Silty,Maize,Maturity,14.2,46.1,0,0.0,0.0,Low
76.49,27.83,80.97,0.91,91.4,24.1,Clay,Tomato,Vegetative,12.0,53.4,0,0.0,0.0,Low
41.62,43.26,40.72,11.89,41.1,1.5,Sandy,Maize,Vegetative,4.5,21.9,0,0.0,0.0,High
83.42,28.89,63.21,0.79,99.1,11.1,Silty,Wheat,Germination,9.4,22.5,0,0.0,0.0,Low
77.31,22.6,58.35,1.46,7.5,21.4,Silty,Sugarcane,Vegetative,17.2,70.2,1,5.0,3.9,Low
14.84,36.57,46.43,0.74,21.3,3.3,Silty,Cotton,Flowering,5.0,1.4,1,27.8,15.8,High
64.36,22.09,34.17,4.35,89.4,2.7,Silty,Tomato,Maturity,23.2,58.7,0,0.0,0.0,Low
42.88,33.85,81.97,3.22,36.5,16.7,Silty,Rice,Flowering,27.7,6.3,1,30.9,19.6,High
23.52,27.43,71.49,1.65,54.5,23.8,Peaty,Wheat,Maturity,12.4,2.0,1,10.6,5.2,High
55.14,43.54,86.84,5.8,39.2,15.4,Loamy,Groundnut,Germination,2.5,23.2,0,0.0,0.0,Medium
39.3,16.3,86.08,1.81,19.1,30.1,Silty,Maize,Maturity,7.6,11.6,1,8.4,5.0,Medium
74.95,25.49,73.57,3.77,3.9,4.6,Loamy,Maize,Flowering,23.8,28.0,0,0.0,0.0,Low
59.39,28.12,61.92,2.72,59.1,1.4,Sandy,Groundnut,Maturity,5.8,21.0,0,0.0,0.0,Low
76.37,23.6,57.62,1.09,20.7,34.8,Peaty,Sugarcane,Flowering,10.4,55.1,0,0.0,0.0,Low
72.76,43.19,56.98,5.65,21.4,7.0,Clay,Maize,Maturity,14.9,64.5,0,0.0,0.0,Medium
93.97,19.52,26.99,2.19,64.7,33.4,Silty,Sugarcane,Flowering,26.2,71.2,0,0.0,0.0,Low
90.12,23.35,68.36,4.42,98.4,38.8,Loamy,Groundnut,Germination,13.1,12.0,0,0.0,0.0,Low
76.67,29.1,51.82,3.06,37.6,21.5,Sandy,Maize,Flowering,6.1,33.0,0,0.0,0.0,Low
59.85,31.9,40.79,7.92,23.8,10.1,Peaty,Rice,Vegetative,26.8,36.5,1,5.8,4.0,Medium
77.26,32.04,34.74,1.22,70.4,5.0,Sandy,Maize,Maturity,20.8,0.1,0,0.0,0.0,Low
53.48,43.86,26.06,1.21,47.2,9.3,Clay,Cotton,Flowering,20.7,8.5,0,0.0,0.0,Medium
60.08,22.9,20.44,5.8,11.9,0.7,Clay,Rice,Germination,11.4,5.6,1,6.1,3.3,Medium
73.98,21.88,37.44,10.27,64.3,6.7,Clay,Tomato,Vegetative,5.5,43.6,0,0.0,0.0,Low
85.6,42.21,60.66,3.65,76.2,27.5,Peaty,Rice,Maturity,16.4,34.5,0,0.0,0.0,Medium
93.98,17.87,66.54,8.65,72.3,8.6,Clay,Tomato,Maturity,9.2,31.4,0,0.0,0.0,Low
80.36,43.64,63.91,4.2,24.0,30.5,Sandy,Sugarcane,Maturity,12.9,41.2,0,0.0,0.0,Medium
65.65,16.1,92.39,3.09,82.5,19.2,Silty,Maize,Flowering,8.8,3.1,0,0.0,0.0,Low
66.84,15.41,94.31,5.08,35.5,23.8,Clay,Wheat,Vegetative,14.4,3.7,0,0.0,0.0,Low
91.52,17.78,79.02,1.71,99.8,27.8,Sandy,Groundnut,Germination,8.4,12.7,0,0.0,0.0,Low
30.75,16.57,54.58,1.72,54.7,29.5,Peaty,Wheat,Fruiting,13.0,57.1,1,11.8,9.4,Medium
40.03,20.39,43.68,2.85,50.0,28.4,Peaty,Tomato,Germination,3.6,11.5,0,0.0,0.0,Medium
67.5,21.09,62.82,1.57,84.9,16.6,Peaty,Cotton,Germination,17.8,8.9,0,0.0,0.0,Low
47.21,18.31,80.99,13.33,37.4,20.2,Peaty,Tomato,Germination,26.8,0.7,0,0.0,0.0,Medium
73.6,17.47,62.7,1.1,26.5,20.2,Loamy,Tomato,Flowering,18.5,56.8,0,0.0,0.0,Low
23.99,30.1,61.06,2.23,31.6,9.2,Sandy,Maize,Maturity,21.5,20.8,1,11.3,6.6,High
34.35,18.5,34.95,0.31,27.6,39.9,Loamy,Cotton,Vegetative,25.9,39.5,1,9.2,4.6,Medium
49.53,22.86,75.22,2.44,74.2,0.1,Silty,Wheat,Flowering,24.1,61.3,0,0.0,0.0,Low
67.72,33.05,23.89,6.62,24.4,26.8,Peaty,Tomato,Vegetative,16.2,24.3,0,0.0,0.0,Medium
69.67,44.82,84.93,0.43,85.9,13.8,Sandy,Wheat,Maturity,4.3,8.5,0,0.0,0.0,Medium
51.52,25.92,23.44,2.66,45.9,30.4,Sandy,Rice,Fruiting,13.1,13.0,1,9.7,6.9,Medium
78.59,27.67,35.78,8.67,38.6,27.6,Sandy,Sugarcane,Maturity,25.3,59.1,0,0.0,0.0,Low
42.94,24.08,45.68,2.4,5.2,31.2,Loamy,Sugarcane,Maturity,4.0,14.2,1,11.2,5.1,High
65.19,32.9,85.63,4.52,95.3,2.6,Sandy,Sugarcane,Vegetative,5.3,66.9,0,0.0,0.0,Low
75.61,34.95,76.4,0.63,80.6,38.8,Sandy,Cotton,Vegetative,0.4,5.2,0,0.0,0.0,Medium
36.16,26.78,79.73,3.03,24.3,37.2,Peaty,Tomato,Maturity,26.1,45.9,1,11.3,7.2,Medium
90.06,30.05,70.1,0.36,100.0,20.8,Silty,Groundnut,Vegetative,29.0,41.9,0,0.0,0.0,Low
88.11,16.93,54.5,7.68,99.1,7.7,Clay,Wheat,Germination,4.4,60.6,0,0.0,0.0,Low
71.9,19.13,89.44,2.65,98.8,7.0,Sandy,Cotton,Maturity,3.3,37.7,0,0.0,0.0,Low
55.35,25.2,83.03,0.15,86.3,28.1,Peaty,Groundnut,Fruiting,5.9,68.4,0,0.0,0.0,Low
41.49,34.43,94.3,0.13,16.9,7.2,Loamy,Wheat,Germination,1.2,34.4,1,5.0,4.3,Medium
69.51,36.09,33.86,0.72,8.7,14.6,Clay,Tomato,Vegetative,25.1,62.1,1,5.0,3.0,Medium
76.18,15.89,23.37,2.7,27.9,5.8,Loamy,Maize,Maturity,3.6,48.5,0,0.0,0.0,Low
82.43,18.6,61.37,0.67,67.3,28.3,Sandy,Groundnut,Germination,26.8,47.2,0,0.0,0.0,Low
26.12,38.17,78.83,5.42,58.4,20.3,Loamy,Groundnut,Germination,19.7,32.0,1,7.1,4.0,Medium
81.08,34.24,40.94,4.35,9.6,10.3,Silty,Sugarcane,Maturity,22.5,71.4,0,0.0,0.0,Medium
55.04,24.34,86.77,1.55,69.5,3.5,Peaty,Cotton,Germination,22.8,0.9,0,0.0,0.0,Low
53.02,30.48,60.76,3.71,87.8,18.7,Silty,Groundnut,Maturity,10.0,61.0,0,0.0,0.0,Low
84.08,21.7,26.94,2.15,72.2,16.4,Loamy,Maize,Maturity,25.8,69.0,0,0.0,0.0,Low
71.27,42.89,75.92,1.08,11.8,34.1,Silty,Maize,Vegetative,5.3,4.5,0,0.0,0.0,Medium
37.71,30.66,80.85,2.07,29.8,35.4,Peaty,Sugarcane,Germination,23.9,56.5,1,10.5,5.5,High
40.93,26.59,40.48,0.96,37.5,9.8,Sandy,Rice,Vegetative,5.2,63.5,1,12.6,6.8,High
86.94,42.45,80.2,3.05,70.4,36.8,Silty,Tomato,Germination,18.3,47.4,0,0.0,0.0,Medium
62.07,18.9,75.47,7.29,36.4,23.6,Silty,Maize,Fruiting,24.9,14.3,0,0.0,0.0,Low
81.25,21.52,22.26,0.93,45.7,31.5,Peaty,Sugarcane,Flowering,12.4,57.3,0,0.0,0.0,Low
29.45,27.18,94.25,0.13,49.5,20.4,Sandy,Wheat,Germination,16.8,15.8,1,5.0,3.0,Medium
41.39,22.57,39.28,2.11,39.1,25.6,Silty,Groundnut,Fruiting,5.5,58.3,0,0.0,0.0,Low
57.39,25.31,94.21,9.54,82.2,18.9,Loamy,Cotton,Flowering,27.5,19.3,0,0.0,0.0,Low
51.48,35.39,67.08,7.41,51.3,16.0,Sandy,Rice,Fruiting,4.3,57.0,1,8.1,4.6,Medium
70.92,40.52,34.61,4.97,71.4,35.0,Sandy,Wheat,Maturity,7.0,65.7,0,0.0,0.0,Medium
60.69,30.23,26.91,2.45,44.2,10.6,Sandy,Cotton,Fruiting,11.5,50.4,0,0.0,0.0,Low
62.23,19.03,26.27,5.55,80.2,26.8,Loamy,Maize,Fruiting,14.4,43.4,0,0.0,0.0,Low
56.81,27.91,46.92,0.76,31.2,0.0,Silty,Rice,Maturity,2.4,66.3,1,7.1,7.4,Medium
59.76,38.97,29.04,2.74,94.3,22.0,Silty,Wheat,Flowering,5.4,1.9,0,0.0,0.0,Medium
78.95,25.77,23.29,0.64,93.3,6.0,Loamy,Tomato,Germination,10.4,45.6,0,0.0,0.0,Low
71.11,24.58,51.3,8.85,42.4,0.1,Loamy,Wheat,Germination,0.4,47.7,0,0.0,0.0,Low
48.51,17.88,80.18,0.41,8.0,38.2,Clay,Tomato,Fruiting,4.6,41.0,1,9.0,5.1,Medium
41.65,44.48,60.87,6.83,58.5,27.6,Clay,Rice,Maturity,15.4,51.9,1,21.2,12.0,High
63.4,33.78,44.33,4.72,47.5,13.6,Loamy,Rice,Flowering,2.7,62.4,1,6.0,3.6,Medium
56.61,21.37,27.93,2.4,55.5,14.8,Sandy,Rice,Flowering,11.2,57.3,1,9.0,5.2,Medium
66.52,32.04,78.65,5.03,89.2,36.0,Peaty,Sugarcane,Fruiting,3.7,59.5,0,0.0,0.0,Low
18.99,25.98,77.18,0.15,21.3,35.8,Silty,Cotton,Flowering,22.8,26.0,1,25.8,15.7,High
34.18,34.12,48.54,1.24,58.6,22.7,Loamy,Cotton,Germination,8.4,36.6,1,6.5,3.4,Medium
51.92,35.6,30.44,8.09,28.5,26.3,Silty,Wheat,Germination,19.1,63.3,0,0.0,0.0,Medium
62.03,24.6,56.05,2.01,61.8,35.4,Silty,Maize,Germination,15.1,30.5,0,0.0,0.0,Low
37.97,40.4,88.02,3.08,36.1,30.0,Silty,Tomato,Germination,6.6,57.3,1,9.8,6.2,High
69.88,29.65,65.5,1.66,6.7,29.6,Sandy,Maize,Vegetative,1.2,27.1,0,0.0,0.0,Low
69.8,44.12,49.81,2.44,69.9,23.7,Sandy,Maize,Flowering,18.7,46.8,0,0.0,0.0,Medium
37.68,36.52,32.16,1.85,11.1,32.7,Clay,Maize,Maturity,23.0,58.6,1,12.8,8.0,Medium
20.22,18.45,33.38,8.15,16.4,28.9,Clay,Groundnut,Fruiting,29.3,26.4,0,0.0,0.0,Medium
75.84,33.34,68.07,0.66,12.9,21.0,Silty,Tomato,Maturity,1.7,36.6,0,0.0,0.0,Medium
69.1,33.54,93.48,2.25,28.5,6.1,Sandy,Groundnut,Vegetative,16.9,27.0,0,0.0,0.0,Medium
26.58,38.78,40.09,1.45,16.7,10.1,Silty,Wheat,Maturity,0.7,3.3,1,11.9,7.6,High
53.5,22.29,51.92,7.74,20.3,16.5,Sandy,Groundnut,Maturity,21.2,69.5,0,0.0,0.0,Low
45.2,43.52,43.29,0.4,93.8,16.0,Clay,Groundnut,Fruiting,15.0,13.7,0,0.0,0.0,Medium
53.19,20.66,58.44,9.23,57.8,16.3,Peaty,Rice,Flowering,5.9,47.4,0,0.0,0.0,Medium
42.12,16.69,37.98,3.42,27.1,32.6,Peaty,Rice,Vegetative,5.7,20.3,1,19.2,11.4,High
86.68,44.5,84.85,4.49,94.4,16.8,Loamy,Maize,Fruiting,6.4,52.8,0,0.0,0.0,Medium
77.18,36.37,26.99,9.09,62.8,20.8,Silty,Sugarcane,Maturity,2.3,9.6,0,0.0,0.0,Medium
31.6,17.36,75.51,2.34,8.6,1.1,Loamy,Cotton,Flowering,24.1,3.0,1,15.1,10.4,Medium
95.21,21.43,55.98,0.16,99.3,17.9,Peaty,Groundnut,Fruiting,11.6,25.0,0,0.0,0.0,Low
91.66,25.22,88.04,0.26,64.7,16.9,Peaty,Tomato,Fruiting,27.9,56.5,0,0.0,0.0,Low
60.66,44.47,24.87,0.25,91.7,25.9,Peaty,Wheat,Fruiting,22.9,32.6,0,0.0,0.0,Medium
57.76,16.62,86.8,2.46,29.3,27.5,Clay,Cotton,Flowering,18.4,14.6,0,0.0,0.0,Low
80.41,34.3,22.01,8.91,86.1,38.1,Sandy,Groundnut,Germination,12.4,14.9,0,0.0,0.0,Medium
26.69,35.19,89.39,0.26,49.4,25.0,Silty,Wheat,Fruiting,19.5,3.6,1,18.1,11.2,Medium
69.58,32.65,75.04,9.23,85.1,26.4,Clay,Groundnut,Germination,14.3,54.5,0,0.0,0.0,Low
78.26,35.7,63.98,1.17,60.9,24.5,Silty,Sugarcane,Flowering,28.8,47.0,0,0.0,0.0,Medium
85.95,32.34,66.4,0.96,75.9,26.5,Silty,Groundnut,Fruiting,23.1,46.0,0,0.0,0.0,Low
46.91,41.64,79.48,4.63,8.9,35.2,Clay,Cotton,Flowering,14.1,65.7,1,6.0,4.0,Medium
64.24,43.03,66.6,1.64,42.2,23.0,Peaty,Sugarcane,Flowering,19.2,36.2,1,6.0,3.6,High
28.62,35.03,56.48,2.77,56.3,30.5,Peaty,Cotton,Flowering,11.2,28.2,1,12.8,9.2,Medium
83.46,44.75,66.94,1.9,31.1,16.2,Silty,Rice,Flowering,4.2,18.2,0,0.0,0.0,Medium
82.41,36.45,81.55,3.82,64.4,12.3,Clay,Cotton,Flowering,18.2,3.4,0,0.0,0.0,Medium
36.96,39.58,52.47,7.32,26.8,35.9,Peaty,Tomato,Vegetative,8.7,30.3,1,13.1,5.2,High
43.9,27.45,23.6,4.14,18.2,37.4,Sandy,Maize,Germination,18.7,58.9,1,5.0,3.0,Medium
66.72,14.6,93.16,0.55,74.2,1.6,Clay,Wheat,Vegetative,18.9,5.1,0,0.0,0.0,Low
54.44,17.62,35.7,7.35,1.1,5.3,Silty,Groundnut,Maturity,29.4,49.5,0,0.0,0.0,Low
37.04,20.18,79.09,1.71,47.2,39.9,Sandy,Maize,Germination,11.8,48.7,1,7.9,5.1,Medium
83.13,26.69,71.02,1.0,97.3,37.4,Loamy,Sugarcane,Maturity,9.5,64.5,0,0.0,0.0,Low
25.68,20.59,43.03,1.66,5.2,5.1,Clay,Maize,Vegetative,1.4,34.7,1,27.2,16.8,High
66.22,33.99,62.83,0.19,6.2,12.2,Sandy,Tomato,Flowering,0.6,44.3,1,6.0,3.5,Medium
79.59,18.77,38.18,0.09,98.3,9.4,Peaty,Rice,Maturity,8.2,2.9,0,0.0,0.0,Low
93.78,35.54,73.67,1.81,81.1,36.3,Peaty,Rice,Vegetative,3.0,63.3,0,0.0,0.0,Medium
93.95,27.24,75.44,9.33,76.4,29.1,Silty,Groundnut,Germination,23.0,10.0,0,0.0,0.0,Low
35.72,36.44,40.72,2.94,32.3,20.2,Clay,Wheat,Germination,12.4,52.7,1,6.1,4.7,Medium
70.66,29.75,40.13,1.02,98.1,35.6,Loamy,Sugarcane,Fruiting,8.3,7.8,0,0.0,0.0,Low
40.33,43.06,58.6,0.29,39.7,24.1,Peaty,Maize,Fruiting,21.0,63.5,1,12.4,8.7,High
86.47,19.36,81.26,3.64,97.5,18.5,Silty,Sugarcane,Fruiting,15.5,5.0,0,0.0,0.0,Low
77.15,44.42,43.85,8.36,61.3,19.8,Silty,Groundnut,Germination,21.1,12.4,0,0.0,0.0,Medium
27.24,41.75,32.4,4.67,4.9,28.1,Sandy,Groundnut,Germination,29.3,48.4,1,5.0,3.0,High
89.55,36.68,38.4,2.3,66.4,37.7,Clay,Rice,Fruiting,12.6,60.8,0,0.0,0.0,Medium
